,assignee.name,components,created,creator.name,description,fixVersions,issuetype.name,issuetype.subtask,priority.name,reporter.name,resolution.description,resolution.name,resolutiondate,status.id,status.name,status.statusCategory.name,summary,updated,versions,watches.watchCount,key,storypoints,project,sprint
391,,"[{u'id': u'12786', u'self': u'https://jira.spring.io/rest/api/2/component/12786', u'description': u'Server and Module property configuration', u'name': u'Configuration'}, {u'id': u'12731', u'self': u'https://jira.spring.io/rest/api/2/component/12731', u'description': u'Development of source, processing, sink module functionality', u'name': u'Stream Module'}]",2015-08-06T13:00:53.000+0000,grenfro,,[],Epic,False,Minor,grenfro,,,,10000,To Do,To Do,Create a standard way to configure Spring Cloud Data and Stream projects,2015-10-05T22:16:57.000+0000,"[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/14632', u'archived': False, u'name': u'2.x', u'id': u'14632'}]",1,XD-3361,8.0,xd,
392,,[],2015-08-06T12:56:18.000+0000,grenfro,"Enable spring cloud config for all modules 
* Add spring cloud config client to pom dependencies. 
* Add bootstrap.yml to scs project
","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/14632', u'archived': False, u'name': u'2.x', u'id': u'14632'}]",Story,False,Minor,grenfro,The problem is deferred for now and may be reopened in the future.,Deferred,2015-11-01T23:41:44.000+0000,10001,Done,In Progress,Add Spring Cloud Config to SPI Module Parent,2015-11-01T23:41:44.000+0000,"[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/14632', u'archived': False, u'name': u'2.x', u'id': u'14632'}]",2,XD-3360,2.0,xd,
393,grenfro,[],2015-08-06T12:54:07.000+0000,grenfro,"User can configure spring cloud data via  via Spring Cloud Config, data-admin.yml or Spring Cloud Connector
* Add bootstrap.yml to spring cloud data
* create a default data-admin.yml and configure spring data to look for this vs application.yml.
* Spring Cloud Data will have Spring Cloud Config enabled by default
** User has the ability to disable it via the bootstrap.yml","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/14632', u'archived': False, u'name': u'2.x', u'id': u'14632'}, {u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,grenfro,,Complete,2015-09-03T19:12:03.000+0000,10001,Done,In Progress,Standardize Spring Cloud Data configuration,2015-09-03T19:12:03.000+0000,"[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/14632', u'archived': False, u'name': u'2.x', u'id': u'14632'}]",1,XD-3359,5.0,xd,Sprint 57
394,grussell,"[{u'id': u'12784', u'self': u'https://jira.spring.io/rest/api/2/component/12784', u'description': u'Admin User Interface', u'name': u'UI'}]",2015-08-06T11:27:36.000+0000,tcostasouza,"When deploying a job through admin UI with a count of 0 the module is actually deployed with count 1.

More info here: [http://stackoverflow.com/questions/31858631/how-to-define-named-channel-consumer-module-deployment-properties]","[{u'archived': False, u'name': u'1.3 M1', u'self': u'https://jira.spring.io/rest/api/2/version/15099', u'releaseDate': u'2015-10-08', u'released': True, u'id': u'15099', u'description': u'First 1.3 milestone release'}, {u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15243', u'archived': False, u'name': u'1.2.2', u'id': u'15243'}]",Bug,False,Minor,tcostasouza,,Complete,2015-09-25T16:58:00.000+0000,10001,Done,In Progress,Admin UI deploys job with wrong module count,2015-09-28T20:59:51.000+0000,"[{u'archived': False, u'description': u'First 1.2 maintenance release', u'self': u'https://jira.spring.io/rest/api/2/version/15199', u'releaseDate': u'2015-07-27', u'released': True, u'id': u'15199', u'name': u'1.2.1'}]",1,XD-3358,2.0,xd,Sprint 58
395,thomas.risberg,[],2015-08-06T09:46:23.000+0000,sabby,"As a Spring XD user, I'm trying to use a custom MongoDB Batch job; however, I'm getting an error running it against 1.2.0/1.2.1 release, while the same works with older releases of Spring XD. More details in this [SO thread|http://stackoverflow.com/questions/31838720/mongodb-batch-job-broken-in-spring-xd-1-2-0].
",[],Bug,False,Minor,sabby,,,,10000,To Do,To Do,MongoDB Batch Job Broken,2015-09-02T14:46:03.000+0000,[],1,XD-3357,3.0,xd,
396,,"[{u'id': u'12731', u'self': u'https://jira.spring.io/rest/api/2/component/12731', u'description': u'Development of source, processing, sink module functionality', u'name': u'Stream Module'}]",2015-08-06T07:32:48.000+0000,CalamarBicefalo,"It could be useful to have the possibility to define tags for streams so streams can be filtered out later using these tags both in the UI and REST api.

The reason being for that is once you start creating multiple small streams in XD the environment becomes a bit unmanageable. And having basic tagging would definitely bring a mechanism to organize streams in a clear way, providing also the possibility to build nice apps around XD querying certain relevant streams in different ways.",[],Improvement,False,Minor,CalamarBicefalo,,,,10000,To Do,To Do,Create tags for streams,2015-08-06T07:32:48.000+0000,[],1,XD-3356,0.0,xd,
397,eric.bottard,[],2015-08-05T20:39:50.000+0000,sabby,"As a s-c-d developer, I'd like to derive a strategy for module metadata via {{@ConfigurationProperties}}, so I can implement {{module info}} command in shell to list all the module properties. 
","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,,Complete,2015-10-21T09:04:31.000+0000,10001,Done,In Progress,Add support for 'module info' to list module properties,2015-10-21T09:04:31.000+0000,[],1,XD-3355,0.0,xd,Sprint 60
398,iperumal,[],2015-08-05T12:15:13.000+0000,iperumal,This could focus only on the subset (Stream operations),[],Story,False,Minor,iperumal,,Complete,2015-08-13T16:21:19.000+0000,10001,Done,In Progress,Move shell integration tests to spring-cloud-data shell ,2015-08-13T16:21:19.000+0000,[],1,XD-3354,3.0,xd,Sprint 55
399,iperumal,[],2015-08-05T12:14:17.000+0000,iperumal,As a user I would like to have shell interface to the spring-cloud-data rest API. The scope for this JIRA could be limited to stream commands.,[],Story,False,Minor,iperumal,,Complete,2015-08-07T09:24:13.000+0000,10001,Done,In Progress,Add shell as a rest client to the spring-cloud-data REST API,2015-08-07T09:24:13.000+0000,[],1,XD-3353,5.0,xd,Sprint 55
400,dturanski,[],2015-08-05T10:54:27.000+0000,dturanski,Create Confguration and ConfigurationProperties. Configuration must support replacing the default Kryo Codec implementation with something else.,[],Story,False,Minor,dturanski,,Complete,2015-08-10T05:56:34.000+0000,10001,Done,In Progress,[SCS] - Replace Binder XML config with @Configuration,2015-08-10T05:56:34.000+0000,[],1,XD-3352,3.0,xd,Sprint 55
401,dturanski,[],2015-08-05T10:52:02.000+0000,dturanski,,[],Story,False,Minor,dturanski,,Complete,2015-08-10T05:56:28.000+0000,10001,Done,In Progress,[SCS]- Replace codec impl in spring-cloud-stream-codec with SI-Codec,2015-08-10T05:56:28.000+0000,[],1,XD-3351,2.0,xd,Sprint 55
402,eric.bottard,[],2015-08-05T10:39:34.000+0000,sabby,"As a s-c-d developer, I'd like to add support to expose counter (metrics) endpoints, so I can consume to feed the dashboards to demonstrate {{firehose | counter}} pipe.",[],Story,False,Minor,sabby,,Complete,2015-08-14T01:36:34.000+0000,10001,Done,In Progress,Add support to expose counter metrics for dashboarding,2015-08-14T01:36:35.000+0000,[],2,XD-3350,3.0,xd,Sprint 55
403,mark.pollack,[],2015-08-05T10:28:20.000+0000,sabby,"As an s-c-s developer, I'd like to brainstorm and design the foundation to port XD modules as s-c-s modules, so I can use it as the base and start migrating the modules.",[],Story,False,Minor,sabby,,Complete,2015-08-19T08:43:00.000+0000,10001,Done,In Progress,Design the foundation to port XD modules to s-c-s,2015-08-19T08:43:01.000+0000,[],1,XD-3349,5.0,xd,Sprint 56
404,,[],2015-08-05T10:23:00.000+0000,sabby,"As a s-c-d developer, I'd like to add support for _profiles_ to the core {{Admin}} application, so I can back the stream repository with respective backend strategy. For example: {{local}} profile would use in-memory strategy to store the metadata.","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,The problem is deferred for now and may be reopened in the future.,Deferred,2015-11-14T16:22:05.000+0000,10001,Done,In Progress,Add profile support for stream repositories,2015-11-14T16:22:05.000+0000,[],1,XD-3348,3.0,xd,
405,hillert,[],2015-08-05T09:18:22.000+0000,hillert,Apply the same strategy for the Module Command Tests also to all other Shell integration tests.,[],Story,False,Minor,hillert,,Complete,2015-08-17T06:39:46.000+0000,10001,Done,In Progress,Run all shell integration tests also with enabled security,2015-08-17T06:39:47.000+0000,[],1,XD-3347,5.0,xd,Sprint 55
406,hillert,[],2015-08-05T07:24:58.000+0000,sabby,"As a XD user, I'm trying to access URI (- GET /jobs/executions//steps//progress => hasRole('ROLE_VIEW')), but it fails with 403 forbidden error for the role with view access. More details [here|https://issuetracker.springsource.com/browse/VESC-475].

Another URL with the same error: http://<HOST>:9393/streams/definitions.json?page=0&size=10","[{u'archived': False, u'name': u'1.3 M1', u'self': u'https://jira.spring.io/rest/api/2/version/15099', u'releaseDate': u'2015-10-08', u'released': True, u'id': u'15099', u'description': u'First 1.3 milestone release'}]",Bug,False,Minor,sabby,,Complete,2015-08-17T06:39:23.000+0000,10001,Done,In Progress,Accessing step progress via REST fails with 403,2015-09-30T15:58:23.000+0000,[],4,XD-3346,1.0,xd,Sprint 55
407,,"[{u'id': u'12697', u'self': u'https://jira.spring.io/rest/api/2/component/12697', u'description': u'Execution of workflow activities on and off Hadoop', u'name': u'Batch'}]",2015-08-05T03:46:15.000+0000,sroy,"Running Spring-XD in singlenode using Pivotal HD 2.1 as the Hadoop Distribution. 

xd-singlenode --hadoopDistro phd21

I was testing  jdbchdfs job definitions. I am seeing this error that the job exists when in reality, there is no job with that jobName. 

xd:>job create testEmployeeJobAgain1 --definition ""jdbchdfs --sql='select employee_id, employee_name, employer from EMPLOYEE' --url=jdbc:oracle:thin:@//localhost:1521/orcl --driverClassName=oracle.jdbc.OracleDriver  --username=springxd --password=xdpwd --testOnBorrow=false --directory=/usr/swatest1"" 
Command failed org.springframework.xd.rest.client.impl.SpringXDException: Batch Job with the name testEmployeeJobAgain1 already exists

xd:>job list
  Job Name  Job Definition  Status
  --------  --------------  ------",[],Bug,False,Minor,sroy,,,,10000,To Do,To Do,Job creation fails saying it exists (there isn't any job with that jobName),2015-08-05T03:46:32.000+0000,"[{u'archived': False, u'description': u'1.2.0 GA Release', u'self': u'https://jira.spring.io/rest/api/2/version/14354', u'releaseDate': u'2015-06-16', u'released': True, u'id': u'14354', u'name': u'1.2 GA'}]",1,XD-3345,2.0,xd,
408,mark.fisher,[],2015-08-04T17:27:51.000+0000,sabby,"As a s-c-d developer, I'd like to implement _undeploy_ operation for {{singlenode}} (single JVM), so I can use this target to undeploy a running stream. More details in [this PR|https://github.com/spring-cloud/spring-cloud-data/pull/19].

*Note:* Its a prerequisite to determine consistent _undeploy_ strategy for both {{jobs}} and {{streams}}. ","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,,Complete,2015-08-17T14:33:16.000+0000,10001,Done,In Progress,Implement undeploy operation for singlenode SPI ,2015-08-17T14:33:16.000+0000,[],1,XD-3344,8.0,xd,Sprint 55
409,mark.fisher,[],2015-08-04T14:50:24.000+0000,sabby,"As a s-c-s developer, I'd like to create a public screencast of {{firehose| counter}} pipe, so I can demonstrate s-c-s and the development experience.","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,,,,10000,To Do,To Do,Create a public screencast of 'firehose | counter',2015-11-29T19:24:11.000+0000,[],1,XD-3343,8.0,xd,
410,,[],2015-08-04T14:19:44.000+0000,sabby,,[],Epic,False,Minor,sabby,,,,10000,To Do,To Do,Singlenode implementation of Admin SPI,2015-08-10T08:44:26.000+0000,[],1,XD-3342,0.0,xd,
411,mark.fisher,[],2015-08-04T14:15:31.000+0000,sabby,"As a s-c-d developer, I'd like to publish the s-c-d image to DockerHub, so I can incrementally push the latest commits to the remote location.","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,,Complete,2015-08-05T11:58:28.000+0000,10001,Done,In Progress,Publish s-c-d image to DockerHub,2015-08-05T11:58:28.000+0000,[],2,XD-3341,1.0,xd,Sprint 55
412,,[],2015-08-04T14:05:22.000+0000,sabby,,[],Epic,False,Minor,sabby,,,,10000,To Do,To Do,Distributed implementation of Receptor SPI,2015-08-19T08:50:16.000+0000,[],1,XD-3340,0.0,xd,
413,,[],2015-08-04T14:02:43.000+0000,sabby,"As a s-c-d developer, I'd like to add support for dependency resolution, so when two or more modules use different version of jars (ex: direct binding of two modules that include different versions of spring data), I have the capability to resolve and include the right bits at runtime.",[],Story,False,Minor,sabby,The problem is deferred for now and may be reopened in the future.,Deferred,2015-11-01T23:41:44.000+0000,10001,Done,In Progress,Dependency resolution support for modules with different versions,2015-11-01T23:41:44.000+0000,[],1,XD-3339,2.0,xd,
414,mbogoevici,[],2015-08-04T13:58:43.000+0000,sabby,"As a s-c-d developer, I'd like the 'includes' feature of the module launcher not to include optional dependencies, so that I can have better control over what gets added to the class path.",[],Bug,False,Minor,sabby,,Complete,2015-10-14T13:02:59.000+0000,10001,Done,In Progress,Do not include optional dependencies automatically via 'includes',2015-10-14T13:02:59.000+0000,[],1,XD-3338,2.0,xd,Sprint 59
415,,[],2015-08-04T13:42:04.000+0000,sabby,"As a s-c-d developer, I'd like to investigate how to include/exclude msg bus/binding jars, so I can decide the binding selection and fallback mechanism when there is none setup.","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,The problem is deferred for now and may be reopened in the future.,Deferred,2015-11-01T23:41:44.000+0000,10001,Done,In Progress,Spike: Investigate the inclusion of message bus binding libaries,2015-11-01T23:41:44.000+0000,[],1,XD-3337,5.0,xd,
416,,[],2015-08-04T13:35:40.000+0000,sabby,,[],Epic,False,Minor,sabby,,,,10000,To Do,To Do,Tasks related to handling jars for the ModuleLauncher,2015-10-05T16:17:20.000+0000,[],1,XD-3336,0.0,xd,
417,mbogoevici,"[{u'id': u'12731', u'self': u'https://jira.spring.io/rest/api/2/component/12731', u'description': u'Development of source, processing, sink module functionality', u'name': u'Stream Module'}]",2015-08-04T12:55:47.000+0000,mbogoevici,"If the value is not set, the source may start before being bound to the bus, throwing a ""Dispatcher has no subscribers"" error","[{u'archived': False, u'name': u'1.3 M1', u'self': u'https://jira.spring.io/rest/api/2/version/15099', u'releaseDate': u'2015-10-08', u'released': True, u'id': u'15099', u'description': u'First 1.3 milestone release'}, {u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15243', u'archived': False, u'name': u'1.2.2', u'id': u'15243'}]",Bug,False,Major,mbogoevici,,Complete,2015-08-06T12:31:12.000+0000,10001,Done,In Progress,Kafka Source must set autoStartup=false on KafkaMessageDrivenChannelAdapter,2015-08-06T12:31:12.000+0000,"[{u'archived': False, u'name': u'1.2.1', u'self': u'https://jira.spring.io/rest/api/2/version/15199', u'releaseDate': u'2015-07-27', u'released': True, u'id': u'15199', u'description': u'First 1.2 maintenance release'}]",1,XD-3335,3.0,xd,Sprint 55
418,zteve,[],2015-08-04T09:09:40.000+0000,pharris,"The current implementation makes use of cf-java-client, which is relatively heavy for our needs. It should be removed in favour of a bespoke RestOperations wrapper. See https://github.com/Zteve/test-cc-oauth for sample code.","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,pharris,,Complete,2015-09-05T13:44:24.000+0000,10001,Done,In Progress,Refactor to use RestOperations,2015-09-05T13:44:24.000+0000,[],2,XD-3334,5.0,xd,Sprint 57
419,,[],2015-08-04T09:07:18.000+0000,pharris,This class should not know what the test app is. This means changing the constructors on CloudFoundryApplication.,[],Story,False,Minor,pharris,"The problem is incorrectly reported as a issue, is caused by other external factors or misuse.",Invalid,2015-09-02T14:59:54.000+0000,10001,Done,In Progress,Refactor CloudFoundryApplicationFactory,2015-09-21T17:02:15.000+0000,[],1,XD-3333,1.0,xd,
